"Table 5: Local Authority: Gross Domestic Product (GDP) at current market prices, pounds million",,,,,,,,,,,,,,,,,,,,,,,,,,
South East,E07000115,Tonbridge and Malling,"2,349","2,517","2,643","2,685","2,788","2,899","3,019","3,209","3,372","3,553","3,708","3,609","3,792","3,847","3,908","4,074","4,115","4,175","4,399","4,646","4,978","5,586","5,577","5,659"
South East,E07000116,Tunbridge Wells,"1,983","2,035","2,019","2,106","2,150","2,238","2,375","2,593","2,655","2,717","2,884","2,874","2,997","3,165","3,160","3,195","3,271","3,616","3,896","4,001","3,896","3,951","3,727","3,938"
South West,E06000023,"Bristol, City of","6,899","7,208","7,600","8,193","8,546","8,971","9,528","9,829","10,311","11,123","11,515","11,831","12,327","12,460","13,001","13,325","14,015","14,569","15,561","16,604","16,507","17,394","16,654","18,385"
South West,E06000022,Bath and North East Somerset,"2,491","2,601","2,759","2,895","3,057","3,200","3,320","3,441","3,583","3,732","3,855","3,762","3,976","4,047","4,167","4,188","4,360","4,431","4,568","4,679","4,780","5,095","4,731","5,078"
South West,E06000024,North Somerset,"2,526","2,641","2,751","2,883","3,010","3,158","3,319","3,418","3,519","3,675","3,784","3,633","3,803","3,875","4,030","4,238","4,486","4,624","4,873","4,941","5,156","5,361","5,028","5,253"
South West,E06000025,South Gloucestershire,"5,212","5,518","5,873","6,325","6,665","7,085","7,468","7,762","8,126","8,480","8,856","8,767","9,185","9,462","10,000","10,233","11,136","11,240","11,896","12,230","12,799","13,270","13,127","14,108"
South West,E07000078,Cheltenham,"1,755","1,838","1,960","2,108","2,188","2,292","2,419","2,492","2,563","2,677","2,801","2,780","2,999","3,003","2,957","3,017","3,255","3,306","3,420","3,551","3,670","3,864","3,745","3,967"
South West,E07000079,Cotswold,"1,883","2,020","2,078","2,186","2,219","2,330","2,495","2,771","2,811","2,958","2,967","3,057","3,213","3,080","3,000","3,223","3,327","3,164","3,481","3,782","4,120","4,313","3,886","4,156"
South West,E07000080,Forest of Dean,"1,267","1,285","1,340","1,419","1,412","1,469","1,439","1,486","1,563","1,666","1,730","1,630","1,713","1,814","1,926","1,859","1,975","1,941","1,753","1,875","2,048","2,522","2,590","2,714"
South West,E07000081,Gloucester,"1,824","1,901","1,986","2,122","2,264","2,390","2,513","2,592","2,715","2,867","2,941","2,958","3,071","3,069","3,235","3,228","3,426","3,531","3,530","3,662","3,602","3,706","3,616","3,863"
South West,E07000082,Stroud,"1,638","1,718","1,768","1,824","1,849","1,914","1,987","2,046","2,046","2,156","2,216","2,116","2,339","2,404","2,500","2,589","2,654","2,682","2,905","3,062","3,194","3,312","3,027","3,281"
South West,E07000083,Tewkesbury,"1,653","1,695","1,760","1,830","1,944","2,039","2,137","2,180","2,225","2,322","2,379","2,334","2,482","2,580","2,698","2,915","3,019","3,229","3,107","3,569","3,437","3,587","3,244","3,555"
South West,E06000030,Swindon,"4,317","4,499","4,668","5,103","5,375","5,796","6,070","6,436","6,916","7,619","8,055","8,044","8,139","8,085","8,128","8,430","9,144","9,652","9,880","9,993","10,569","10,912","9,909","10,501"
South West,E06000054,Wiltshire,"6,555","6,927","7,253","7,782","8,099","8,458","8,861","9,138","9,419","9,919","10,287","10,107","10,663","10,969","11,413","11,774","12,491","12,490","12,805","13,165","13,654","14,174","13,597","14,597"
South West,E07000187,Mendip,"1,314","1,393","1,466","1,481","1,585","1,626","1,706","1,798","1,909","1,976","2,075","2,004","2,049","2,077","2,077","2,147","2,284","2,368","2,417","2,542","2,666","2,696","2,591","2,705"
South West,E07000188,Sedgemoor,"1,337","1,420","1,465","1,491","1,532","1,594","1,699","1,774","1,847","1,893","1,967","1,922","1,990","2,049","2,173","2,205","2,353","2,443","2,510","2,832","3,065","3,111","2,791","2,918"
South West,E07000189,South Somerset,"2,375","2,528","2,702","2,727","2,786","2,926","3,113","3,252","3,385","3,375","3,511","3,427","3,553","3,710","3,741","3,717","3,923","3,932","3,983","4,310","4,389","4,548","4,303","4,664"
South West,E07000246,Somerset West and Taunton,"1,924","2,013","2,099","2,143","2,257","2,401","2,503","2,742","2,897","2,986","3,045","3,004","3,044","3,078","3,106","3,222","3,470","3,532","3,658","3,772","3,816","3,941","3,722","4,009"
South West,E06000058,"Bournemouth, Christchurch and Poole","5,389","5,706","5,980","6,168","6,338","6,772","7,121","7,547","7,922","8,243","8,552","8,486","8,578","8,790","8,937","9,486","9,861","10,043","10,643","11,492","11,512","11,923","11,187","12,151"
South West,E06000059,Dorset,"4,715","5,064","5,399","5,396","5,545","5,756","5,968","6,349","6,600","6,717","7,164","6,844","7,124","7,220","7,415","7,614","7,968","7,969","8,145","8,568","8,928","9,274","8,731","9,407"
South West,E06000052,Cornwall,"5,533","5,733","6,062","6,366","6,871","7,455","7,747","8,236","8,790","8,996","9,414","8,945","9,233","9,583","9,924","10,322","10,679","10,883","11,525","12,335","12,782","13,222","12,092","13,353"
South West,E06000053,Isles of Scilly,35,36,40,40,42,47,48,50,57,54,56,55,56,62,64,66,63,68,72,78,80,77,61,63
South West,E06000026,Plymouth,"3,096","3,269","3,321","3,499","3,639","3,869","4,247","4,384","4,660","4,733","4,930","4,831","5,074","5,265","5,451","5,617","5,772","5,983","6,174","6,379","6,559","6,757","6,254","6,687"
South West,E06000027,Torbay,"1,338","1,423","1,455","1,515","1,579","1,666","1,848","1,928","2,025","2,073","2,115","2,025","2,096","2,122","2,106","2,188","2,230","2,239","2,274","2,306","2,282","2,387","2,227","2,489"
South West,E07000040,East Devon,"1,601","1,688","1,727","1,767","1,848","1,945","2,123","2,228","2,320","2,344","2,422","2,361","2,469","2,583","2,699","2,677","2,856","2,898","2,904","3,088","3,199","3,451","3,213","3,413"
South West,E07000041,Exeter,"2,479","2,599","2,686","2,841","3,018","3,259","3,570","3,725","3,950","4,096","4,212","4,233","4,346","4,307","4,500","4,906","4,831","5,124","5,349","5,732","5,752","6,002","5,589","6,090"
South West,E07000042,Mid Devon,829,855,878,902,944,964,"1,026","1,056","1,105","1,117","1,156","1,118","1,184","1,216","1,223","1,283","1,367","1,437","1,459","1,542","1,639","1,674","1,509","1,657"
South West,E07000043,North Devon,"1,194","1,298","1,339","1,382","1,461","1,550","1,648","1,723","1,851","1,892","1,944","1,906","2,024","2,068","2,088","2,142","2,207","2,350","2,441","2,501","2,570","2,658","2,425","2,702"
South West,E07000044,South Hams,"1,225","1,277","1,316","1,377","1,445","1,546","1,653","1,720","1,802","1,824","1,874","1,785","1,886","1,973","1,972","2,009","2,140","2,187","2,210","2,256","2,365","2,382","2,207","2,440"
South West,E07000045,Teignbridge,"1,303","1,362","1,414","1,451","1,538","1,626","1,734","1,794","1,886","1,895","1,936","1,851","1,983","2,036","2,124","2,219","2,434","2,538","2,652","2,820","2,821","2,917","2,573","2,866"
South West,E07000046,Torridge,615,637,652,668,717,751,807,837,878,880,923,888,936,965,"1,008","1,032","1,099","1,082","1,114","1,172","1,179","1,205","1,100","1,217"
South West,E07000047,West Devon,532,552,563,583,623,648,695,725,763,770,789,754,794,807,800,840,881,901,929,966,978,972,908,972
Wales,W06000001,Isle of Anglesey,665,678,705,732,757,830,934,960,992,"1,003","1,011",935,943,"1,007","1,030","1,043","1,055","1,109","1,178","1,218","1,293","1,373","1,157","1,248"
Wales,W06000002,Gwynedd,"1,491","1,492","1,541","1,593","1,714","1,856","1,948","2,086","2,233","2,283","2,312","2,224","2,234","2,340","2,413","2,540","2,549","2,600","2,621","2,752","2,807","2,915","2,598","2,881"
Wales,W06000003,Conwy,"1,086","1,115","1,155","1,203","1,270","1,354","1,424","1,490","1,559","1,584","1,591","1,519","1,590","1,673","1,705","1,827","1,901","1,975","2,058","2,201","2,240","2,283","2,122","2,174"
Wales,W06000004,Denbighshire,"1,052","1,070","1,118","1,169","1,262","1,341","1,430","1,494","1,561","1,595","1,625","1,558","1,618","1,683","1,673","1,779","1,840","1,867","1,958","2,052","2,129","2,173","2,111","2,283"
Wales,W06000008,Ceredigion,824,838,876,926,987,"1,052","1,112","1,154","1,224","1,252","1,271","1,249","1,294","1,358","1,338","1,386","1,383","1,443","1,488","1,530","1,583","1,599","1,507","1,583"
Wales,W06000009,Pembrokeshire,"1,353","1,317","1,330","1,450","1,464","1,608","1,937","1,903","1,863","2,074","2,074","1,881","1,971","1,977","2,069","2,284","2,288","2,737","2,741","2,879","2,797","3,065","2,835","3,634"
Wales,W06000010,Carmarthenshire,"1,916","1,938","2,010","2,089","2,185","2,317","2,433","2,576","2,720","2,804","2,844","2,683","2,783","2,905","3,056","3,218","3,331","3,443","3,593","3,626","3,799","4,012","3,735","4,235"
Wales,W06000016,Rhondda Cynon Taf,"2,385","2,431","2,485","2,515","2,680","2,804","2,918","3,074","3,286","3,372","3,490","3,590","3,887","4,033","4,158","4,342","4,535","4,497","4,763","4,866","4,949","5,081","4,946","5,314"
Wales,W06000024,Merthyr Tydfil,627,646,687,708,739,793,871,937,967,996,"1,010",993,"1,006","1,059","1,051","1,068","1,080","1,103","1,139","1,194","1,246","1,259","1,197","1,254"
Wales,W06000018,Caerphilly,"1,740","1,763","1,837","1,865","1,921","2,015","2,112","2,198","2,301","2,350","2,385","2,347","2,440","2,602","2,646","2,771","2,853","2,996","3,208","3,306","3,421","3,561","3,296","3,536"
Wales,W06000019,Blaenau Gwent,627,631,661,668,688,706,742,781,811,827,826,789,834,884,918,930,930,971,978,"1,047","1,108","1,122","1,044","1,150"
Wales,W06000020,Torfaen,"1,044","1,058","1,123","1,137","1,194","1,292","1,361","1,429","1,512","1,516","1,508","1,446","1,519","1,602","1,590","1,684","1,715","1,696","1,679","1,770","1,888","2,021","1,867","2,029"
Wales,W06000012,Neath Port Talbot,"1,577","1,607","1,670","1,606","1,617","1,660","1,699","1,787","1,955","2,027","2,072","1,995","2,204","2,220","2,287","2,412","2,482","2,572","2,684","2,748","2,829","3,026","2,756","3,013"
Wales,W06000013,Bridgend,"1,824","1,857","1,943","1,971","2,088","2,245","2,352","2,460","2,592","2,671","2,728","2,572","2,742","2,860","2,862","3,006","3,181","3,198","3,241","3,437","3,611","3,903","3,602","3,828"
Wales,W06000011,Swansea,"2,924","2,989","3,103","3,277","3,418","3,650","3,937","4,176","4,370","4,542","4,679","4,673","4,696","4,869","4,948","5,097","5,505","5,462","5,742","5,991","6,319","6,526","6,104","6,403"
Wales,W06000021,Monmouthshire,"1,105","1,178","1,274","1,320","1,386","1,474","1,558","1,631","1,718","1,773","1,804","1,730","1,784","1,848","1,912","1,956","2,046","2,154","2,145","2,179","2,292","2,380","2,289","2,462"
Wales,W06000022,Newport,"2,243","2,332","2,465","2,511","2,578","2,798","2,955","3,053","3,211","3,351","3,237","3,183","3,337","3,459","3,544","3,522","3,518","3,668","4,035","4,183","4,550","4,643","4,258","4,543"
Wales,W06000014,Vale of Glamorgan,"1,290","1,340","1,403","1,478","1,563","1,673","1,671","1,747","1,848","1,866","1,849","1,848","1,872","1,938","2,061","2,184","2,209","2,337","2,391","2,361","2,379","2,462","2,162","2,284"
Wales,W06000015,Cardiff,"5,586","6,010","6,287","6,502","6,867","7,355","7,759","8,210","8,688","9,364","9,273","9,417","9,522","9,905","10,397","10,605","10,972","11,286","12,011","12,504","12,795","13,458","13,067","13,861"
Wales,W06000005,Flintshire,"2,304","2,334","2,450","2,497","2,525","2,656","2,764","2,869","3,073","3,124","3,268","3,192","3,422","3,807","3,970","4,102","4,107","4,309","4,534","4,740","4,870","4,959","4,751","5,371"
Wales,W06000006,Wrexham,"1,919","1,927","2,032","2,083","2,134","2,274","2,410","2,524","2,657","2,774","2,746","2,744","2,897","3,014","3,105","3,270","3,217","3,285","3,322","3,390","3,586","3,774","3,628","3,925"
Wales,W06000023,Powys,"1,422","1,465","1,550","1,623","1,684","1,831","1,913","1,969","2,038","2,120","2,066","2,036","2,105","2,189","2,259","2,323","2,405","2,504","2,575","2,574","2,658","2,692","2,548","2,689"
Northern Ireland,N09000003,Belfast,"6,087","6,494","6,947","7,311","7,616","8,373","8,835","9,353","9,861","10,349","10,516","10,507","10,372","10,714","10,908","11,371","11,585","12,059","12,914","13,650","14,111","14,642","14,008","15,555"
Northern Ireland,N09000002,"Armagh City, Banbridge and Craigavon","1,937","2,041","2,181","2,336","2,405","2,565","2,690","2,862","3,052","3,247","3,261","3,138","3,231","3,347","3,429","3,631","3,797","3,942","4,229","4,355","4,599","4,824","4,646","4,977"
Northern Ireland,N09000010,"Newry, Mourne and Down","1,567","1,671","1,799","1,896","1,959","2,102","2,208","2,349","2,497","2,584","2,648","2,531","2,567","2,710","2,814","2,950","3,125","3,206","3,395","3,517","3,636","3,855","3,690","3,843"
Northern Ireland,N09000011,Ards and North Down,"1,275","1,347","1,435","1,510","1,570","1,678","1,729","1,855","1,977","2,052","2,074","1,970","1,987","2,080","2,134","2,095","2,182","2,211","2,412","2,523","2,621","2,736","2,602","2,673"
Northern Ireland,N09000005,Derry City and Strabane,"1,509","1,588","1,657","1,715","1,774","1,983","2,039","2,219","2,383","2,403","2,484","2,458","2,455","2,536","2,633","2,696","2,749","2,800","3,012","3,161","3,233","3,468","3,447","3,639"
Northern Ireland,N09000009,Mid Ulster,"1,744","1,861","2,032","2,105","2,152","2,373","2,461","2,636","2,796","2,937","2,845","2,586","2,744","2,802","2,857","3,059","3,218","3,346","3,515","3,617","3,910","4,187","3,947","4,406"
Northern Ireland,N09000004,Causeway Coast and Glens,"1,314","1,399","1,536","1,553","1,615","1,753","1,817","1,930","2,063","2,129","2,132","2,048","2,111","2,220","2,269","2,302","2,350","2,366","2,567","2,635","2,638","2,731","2,607","2,768"
Northern Ireland,N09000001,Antrim and Newtownabbey,"1,851","1,957","2,097","2,199","2,272","2,389","2,489","2,596","2,758","2,923","2,885","2,766","2,847","2,955","3,021","3,043","3,214","3,330","3,490","3,644","3,720","3,930","3,797","3,916"
Northern Ireland,N09000007,Lisburn and Castlereagh,"1,651","1,747","1,876","1,986","2,040","2,185","2,252","2,396","2,541","2,647","2,647","2,592","2,633","2,719","2,866","2,950","3,059","3,226","3,405","3,498","3,695","3,935","3,770","4,017"
Northern Ireland,N09000008,Mid and East Antrim,"2,131","2,235","2,436","2,362","2,436","2,515","2,669","2,689","2,810","2,859","3,011","3,204","3,164","3,039","3,399","3,370","3,291","3,652","3,275","3,179","2,797","2,935","2,825","3,008"
Northern Ireland,N09000006,Fermanagh and Omagh,"1,270","1,339","1,423","1,491","1,549","1,668","1,754","1,900","2,016","2,064","2,074","2,001","2,007","2,047","2,161","2,099","2,224","2,254","2,382","2,503","2,618","2,736","2,705","2,916"
Scotland,S12000033,Aberdeen City,"5,408","5,434","5,555","5,971","6,242","6,350","6,680","7,074","8,055","9,019","10,011","9,806","10,276","10,528","11,362","12,120","12,325","11,833","10,731","10,402","10,718","11,072","9,883","10,346"
Scotland,S12000034,Aberdeenshire,"3,588","3,596","3,722","3,975","4,158","4,205","4,445","4,745","5,335","5,894","6,328","6,180","6,364","6,611","6,822","7,448","8,165","8,105","7,803","8,008","7,881","7,763","7,143","7,571"
Scotland,S12000017,Highland,"2,991","3,154","3,278","3,413","3,484","3,815","4,152","4,419","4,588","4,748","4,931","4,808","5,109","5,415","5,590","5,865","6,091","6,172","6,332","6,745","6,936","7,151","6,487","7,091"
Scotland,S12000020,Moray,"1,180","1,218","1,255","1,283","1,329","1,449","1,531","1,615","1,729","1,825","2,020","2,008","2,028","2,111","2,078","2,178","2,201","2,243","2,255","2,451","2,500","2,562","2,390","2,576"
Scotland,S12000021,North Ayrshire,"1,480","1,546","1,603","1,639","1,640","1,734","1,793","1,923","2,057","2,100","2,162","2,096","2,160","2,180","2,266","2,378","2,480","2,488","2,533","2,591","2,635","2,730","2,632","2,900"
Scotland,S12000035,Argyll and Bute,"1,152","1,216","1,262","1,338","1,367","1,477","1,593","1,726","1,788","1,850","1,934","1,902","1,921","2,006","2,060","2,100","2,139","2,115","2,181","2,334","2,325","2,438","2,222","2,402"
Scotland,S12000013,Na h-Eileanan Siar,289,311,320,345,350,381,417,440,460,471,501,488,520,545,551,546,563,556,555,580,603,648,620,669
Scotland,S12000023,Orkney Islands,300,319,339,358,361,396,439,476,482,502,537,536,550,593,610,589,602,624,614,618,585,624,562,615
Scotland,S12000027,Shetland Islands,420,436,434,456,465,490,539,568,594,605,650,698,707,767,774,809,864,812,792,845,838,886,819,865
Scotland,S12000041,Angus,"1,238","1,269","1,317","1,346","1,392","1,473","1,502","1,586","1,761","1,836","1,880","1,805","1,847","1,906","1,961","2,057","2,190","2,149","2,269","2,285","2,424","2,569","2,281","2,461"
Scotland,S12000042,Dundee City,"2,069","2,094","2,247","2,338","2,442","2,618","2,756","2,852","2,945","3,068","3,116","3,102","3,162","3,305","3,386","3,469","3,573","3,657","3,686","3,779","3,863","4,022","3,822","4,114"
Scotland,S12000005,Clackmannanshire,507,532,549,552,580,620,661,704,758,813,839,814,813,846,850,869,961,"1,003","1,059","1,068","1,177","1,238","1,205","1,279"
Scotland,S12000047,Fife,"4,427","4,516","4,688","4,830","5,057","5,291","5,574","5,821","6,319","6,557","6,828","6,547","6,709","6,848","7,049","7,336","7,658","7,840","8,122","8,334","8,380","8,673","8,364","9,235"
Scotland,S12000010,East Lothian,905,924,957,992,"1,060","1,132","1,187","1,232","1,352","1,417","1,430","1,384","1,433","1,486","1,531","1,669","1,771","1,824","1,901","2,008","2,111","2,193","2,083","2,282"
Scotland,S12000019,Midlothian,805,841,901,932,969,"1,045","1,086","1,118","1,143","1,188","1,250","1,199","1,235","1,292","1,348","1,460","1,565","1,659","1,705","1,777","1,883","1,961","1,936","2,085"
Scotland,S12000036,City of Edinburgh,"10,504","10,683","11,500","12,346","13,272","14,400","15,410","16,340","17,223","18,116","18,187","18,860","18,777","19,120","19,750","20,566","21,283","21,812","23,636","25,138","26,049","27,054","25,251","27,258"
Scotland,S12000014,Falkirk,"2,349","2,343","2,421","2,515","2,608","2,813","3,002","3,189","3,400","3,467","3,702","3,610","3,706","3,687","3,693","3,837","3,967","4,128","4,166","4,275","4,456","4,674","4,400","4,892"
Scotland,S12000048,Perth and Kinross,"2,379","2,301","2,285","2,344","2,521","2,708","2,817","2,957","3,333","3,456","3,508","3,625","3,564","3,671","3,964","4,272","4,455","4,675","4,686","4,784","4,847","4,967","4,495","4,819"
Scotland,S12000030,Stirling,"1,435","1,498","1,592","1,704","1,778","1,925","2,027","2,150","2,225","2,393","2,374","2,394","2,365","2,417","2,497","2,608","2,621","2,608","2,631","2,778","2,750","2,961","2,759","2,965"
Scotland,S12000040,West Lothian,"2,562","2,653","2,707","2,795","2,959","3,135","3,345","3,473","3,699","3,884","4,024","3,845","3,994","4,203","4,276","4,227","4,445","4,728","4,818","5,060","5,315","5,479","5,347","5,761"
Scotland,S12000039,West Dunbartonshire,"1,008","1,037","1,089","1,169","1,214","1,276","1,373","1,461","1,554","1,570","1,651","1,603","1,649","1,705","1,651","1,672","1,746","1,770","1,907","2,016","2,126","2,191","1,967","2,111"
Scotland,S12000045,East Dunbartonshire,907,937,962,"1,005","1,032","1,100","1,143","1,199","1,260","1,270","1,295","1,220","1,234","1,294","1,342","1,398","1,511","1,556","1,607","1,731","1,760","1,814","1,646","1,756"
Scotland,S12000049,Glasgow City,"11,760","12,186","12,630","13,379","13,637","14,413","15,588","16,778","17,717","18,312","18,976","18,822","18,529","19,225","19,490","20,507","21,190","21,470","21,907","23,043","23,604","24,782","23,797","25,560"
Scotland,S12000011,East Renfrewshire,691,719,754,780,812,854,885,910,938,954,"1,001",934,969,"1,004","1,061","1,139","1,221","1,260","1,299","1,394","1,400","1,425","1,350","1,420"
Scotland,S12000038,Renfrewshire,"2,607","2,650","2,793","2,913","3,010","3,126","3,277","3,442","3,609","3,571","3,751","3,611","3,656","3,814","3,855","4,068","4,436","4,587","4,536","4,855","5,019","5,179","4,722","5,049"
Scotland,S12000018,Inverclyde,935,926,979,"1,043","1,105","1,169","1,259","1,293","1,324","1,336","1,407","1,375","1,365","1,426","1,487","1,448","1,517","1,536","1,536","1,538","1,479","1,447","1,301","1,342"
Scotland,S12000050,North Lanarkshire,"4,240","4,290","4,426","4,671","4,876","5,154","5,464","5,790","6,105","6,213","6,591","6,369","6,464","6,676","6,800","7,075","7,806","7,914","8,130","8,668","8,932","9,264","8,814","9,370"
Scotland,S12000026,Scottish Borders,"1,456","1,456","1,502","1,569","1,633","1,714","1,759","1,862","1,964","2,008","2,103","2,042","2,068","2,153","2,200","2,292","2,494","2,514","2,549","2,632","2,758","2,830","2,729","2,922"
Scotland,S12000006,Dumfries and Galloway,"2,127","2,210","2,343","2,492","2,550","2,663","2,817","2,950","3,095","3,134","3,307","3,209","3,195","3,347","3,405","3,580","3,763","3,748","3,839","3,990","4,014","4,185","3,909","4,070"
Scotland,S12000008,East Ayrshire,"1,231","1,277","1,328","1,410","1,453","1,498","1,581","1,718","1,837","1,896","1,952","1,915","1,941","1,988","2,007","2,021","2,067","2,134","2,175","2,330","2,293","2,274","2,163","2,350"
Scotland,S12000028,South Ayrshire,"1,542","1,579","1,689","1,762","1,833","1,904","2,020","2,140","2,245","2,241","2,335","2,296","2,386","2,434","2,439","2,438","2,562","2,618","2,660","2,781","2,834","2,879","2,572","2,786"
Scotland,S12000029,South Lanarkshire,"3,932","4,011","4,093","4,287","4,483","4,754","4,998","5,374","5,804","5,912","6,264","6,124","6,164","6,312","6,498","6,831","7,094","7,189","7,338","7,756","7,786","7,935","7,473","8,240"
